1	1981	2027	W
1	61649	61692	W
1	65853	65890	W
1	113320	113379	W
1	193691	193739	W
1	230107	230208	W
1	48	158	C
1	190	271	C
1	69452	69525	C
1	93387	93427	C
1	114563	114596	C
1	189717	189769	C
2	7779	7825	W
2	25972	26021	W
2	41130	41199	W
2	111003	111059	W
2	123031	123081	W
2	123790	123843	W
2	128525	128554	W
2	146513	146583	W
2	255813	255852	W
2	270400	270462	W
2	342174	342226	W
2	354047	354090	W
2	383943	384006	W
2	488380	488431	W
2	545684	545722	W
2	590395	590466	W
2	607995	608042	W
2	667729	667772	W
2	680161	680212	W
2	707649	707703	W
2	738887	738943	W
2	742403	742441	W
2	812865	812916	W
2	812972	813131	W
2	5594	5644	C
2	5848	5981	C
2	23848	23904	C
2	36544	36618	C
2	62750	62808	C
2	159876	159943	C
2	164182	164252	C
2	165183	165224	C
2	193201	193251	C
2	268925	268968	C
2	312208	312269	C
2	331226	331270	C
2	338979	339013	C
2	374141	374192	C
2	456017	456085	C
2	490579	490705	C
2	501230	501287	C
2	536466	536543	C
2	554955	555019	C
2	567209	567244	C
2	614224	614262	C
2	652733	652782	C
2	681313	681405	C
2	748374	748431	C
3	41210	41277	W
3	130203	130260	W
3	157510	157543	W
3	209177	209218	W
3	214673	214702	W
3	246821	246859	W
3	252885	252929	W
3	316296	316363	W
3	316403	316600	W
3	0	478	C
3	512	575	C
3	24865	24908	C
3	50729	50781	C
3	119982	120038	C
3	145803	145848	C
3	211211	211262	C
3	211331	211375	C
3	225904	225954	C
3	270160	270215	C
4	10240	10286	W
4	123502	123546	W
4	130621	130684	W
4	147756	147846	W
4	205427	205515	W
4	258691	258723	W
4	340718	340772	W
4	406787	406845	W
4	425027	425087	W
4	461162	461227	W
4	556859	556919	W
4	636353	636394	W
4	690656	690712	W
4	769317	769389	W
4	831009	831076	W
4	836644	836708	W
4	947566	947616	W
4	1010846	1010897	W
4	1242533	1242553	W
4	1273581	1273620	W
4	1388348	1388415	W
4	1525125	1525176	W
4	1525215	1525290	W
4	1525357	1525433	W
4	1525649	1525699	W
4	8	70	C
4	97	265	C
4	318	369	C
4	35244	35329	C
4	43387	43441	C
4	86551	86593	C
4	99740	99809	C
4	123160	123212	C
4	123244	123313	C
4	131025	131083	C
4	287099	287141	C
4	289937	289997	C
4	411412	411574	C
4	436944	436982	C
4	491207	491282	C
4	504387	504418	C
4	538812	538861	C
4	635671	635750	C
4	705683	705741	C
4	866783	866804	C
4	1013786	1013852	C
4	1062502	1062530	C
4	1251794	1251854	C
4	1278432	1278490	C
4	1279466	1279517	C
4	1281386	1281416	C
4	1291479	1291553	C
4	1330159	1330178	C
4	1359718	1359772	C
4	1415577	1415631	C
4	1429331	1429384	C
4	1471186	1471251	C
4	1472032	1472095	C
4	1477816	1477852	C
4	1517451	1517500	C
4	1523371	1523417	C
5	18928	18999	W
5	56446	56506	W
5	69179	69282	W
5	86513	86580	W
5	116885	116935	W
5	123284	123368	W
5	140681	140723	W
5	182781	182838	W
5	191088	191146	W
5	241242	241287	W
5	242761	242809	W
5	335620	335707	W
5	335992	336055	W
5	362462	362503	W
5	392333	392384	W
5	396514	396579	W
5	459132	459192	W
5	467963	468003	W
5	545172	545220	W
5	570119	570309	W
5	576752	576847	W
5	27633	27716	C
5	30786	30847	C
5	42254	42287	C
5	70963	71021	C
5	83985	84045	C
5	101949	101994	C
5	108660	108719	C
5	125548	125603	C
5	209664	209722	C
5	285726	285795	C
5	304665	304731	C
5	327200	327282	C
5	366427	366491	C
5	377817	377880	C
5	457912	457974	C
5	459380	459438	C
5	504758	504806	C
5	522885	522941	C
5	539809	539848	C
6	40633	40690	W
6	55096	55162	W
6	56610	56645	W
6	58401	58442	W
6	78802	78853	W
6	90794	90861	W
6	176711	176767	W
6	182804	182854	W
6	190598	190630	W
6	191156	191207	W
6	198963	199009	W
6	255485	255535	W
6	4432	4482	C
6	4684	5002	C
6	28066	28115	C
6	170313	170369	C
6	182580	182629	C
6	190346	190403	C
6	198558	198602	C
6	228144	228199	C
7	94352	94396	W
7	108587	108638	W
7	143399	143451	W
7	229996	230054	W
7	269984	270043	W
7	384515	384584	W
7	398053	398101	W
7	625276	625348	W
7	631028	631071	W
7	771204	771258	W
7	808938	808975	W
7	868823	868863	W
7	899274	899350	W
7	985642	985677	W
7	1059054	1059103	W
7	1084151	1084233	W
7	1084267	1084326	W
7	1084550	1084600	W
7	1090827	1090922	W
7	5	123	C
7	87015	87092	C
7	95375	95423	C
7	96246	96297	C
7	197273	197301	C
7	300709	300751	C
7	302726	302748	C
7	379046	379112	C
7	398027	398078	C
7	453462	453519	C
7	467439	467490	C
7	548765	548801	C
7	555467	555516	C
7	557792	557853	C
7	592107	592156	C
7	630062	630140	C
7	707603	707684	C
7	709571	709612	C
7	710602	710666	C
7	726590	726616	C
7	851169	851217	C
7	851430	851469	C
7	914977	915042	C
7	948612	948675	C
7	976991	977037	C
7	1026150	1026223	C
7	1066934	1066983	C
8	12095	12141	W
8	97957	98004	W
8	240404	240450	W
8	272497	272537	W
8	278300	278386	W
8	286674	286724	W
8	289275	289355	W
8	296269	296305	W
8	297124	297161	W
8	372286	372342	W
8	383951	384015	W
8	462834	462888	W
8	512264	512325	W
8	556636	556702	W
8	556742	556970	W
8	557183	557233	W
8	562275	562370	W
8	562455	562623	W
8	117	212	C
8	2291	2317	C
8	21911	21990	C
8	50313	50356	C
8	98584	98617	C
8	132540	132616	C
8	191516	191573	C
8	218549	218608	C
8	255995	256061	C
8	262957	263019	C
8	275230	275289	C
8	296724	296774	C
8	298870	298931	C
8	317735	317815	C
8	342656	342714	C
8	382902	382930	C
8	432208	432260	C
9	46202	46256	W
9	52680	52740	W
9	99631	99730	W
9	132569	132614	W
9	136575	136614	W
9	177698	177743	W
9	240613	240672	W
9	258167	258215	W
9	289795	289846	W
9	356347	356400	W
9	365916	365960	W
9	369331	369377	W
9	382353	382393	W
9	439595	439669	W
9	439728	439871	W
9	13	71	C
9	170	252	C
9	77167	77228	C
9	131578	131617	C
9	138404	138440	C
9	150722	150798	C
9	205624	205705	C
9	206993	207125	C
9	207588	207629	C
9	207670	207711	C
9	208701	208765	C
9	362008	362060	C
9	375955	376025	C
10	106427	106475	W
10	122911	122972	W
10	150290	150346	W
10	179181	179224	W
10	220123	220179	W
10	246549	246607	W
10	294450	294518	W
10	317552	317624	W
10	399976	400031	W
10	402062	402118	W
10	506172	506224	W
10	578810	578896	W
10	603015	603052	W
10	622889	622915	W
10	726470	726532	W
10	745121	745171	W
10	745227	745443	W
10	0	54	C
10	153	235	C
10	119944	119995	C
10	159828	159884	C
10	188984	189065	C
10	283531	283582	C
10	391685	391732	C
10	566928	566992	C
10	574011	574066	C
10	639245	639271	C
10	639368	639444	C
10	646411	646485	C
10	735208	735254	C
11	6644	6711	W
11	48749	48812	W
11	68371	68427	W
11	68513	68587	W
11	92632	92669	W
11	127350	127390	W
11	128800	128868	W
11	174435	174488	W
11	242521	242567	W
11	246628	246700	W
11	248794	248844	W
11	321971	321999	W
11	322170	322260	W
11	368996	369051	W
11	374256	374323	W
11	380160	380200	W
11	443091	443157	W
11	473289	473345	W
11	520001	520050	W
11	526203	526269	W
11	666057	666176	W
11	666210	666431	W
11	7	181	C
11	207	281	C
11	40935	40980	C
11	128129	128172	C
11	295518	295575	C
11	311607	311659	C
11	357267	357312	C
11	369231	369273	C
11	397772	397811	C
11	425607	425724	C
11	438568	438605	C
11	526948	526996	C
11	552128	552169	C
11	580800	580850	C
11	582963	583007	C
11	589730	589786	C
11	591301	591373	C
11	604517	604567	C
12	13257	13303	W
12	50892	50946	W
12	99098	99138	W
12	109229	109313	W
12	110183	110231	W
12	123559	123602	W
12	123741	123808	W
12	160263	160327	W
12	169109	169144	W
12	262447	262505	W
12	278455	278516	W
12	284124	284165	W
12	346911	346955	W
12	353731	353790	W
12	404659	404720	W
12	417080	417131	W
12	421491	421508	W
12	504194	504230	W
12	509784	509835	W
12	723402	723483	W
12	759099	759159	W
12	860951	860996	W
12	863756	863809	W
12	911794	911825	W
12	954516	954579	W
12	1011122	1011155	W
12	1031784	1031863	W
12	1064797	1064882	W
12	1064916	1065065	W
12	1065095	1065142	W
12	1071463	1071558	W
12	1071851	1071901	W
12	155	250	C
12	5409	5459	C
12	5668	5718	C
12	5802	5887	C
12	10944	10994	C
12	11203	11468	C
12	81178	81228	C
12	92622	92671	C
12	108469	108508	C
12	126879	126930	C
12	179555	179612	C
12	187519	187574	C
12	221533	221596	C
12	252176	252250	C
12	286896	286958	C
12	329498	329587	C
12	429244	429282	C
12	442819	442840	C
12	445192	445239	C
12	452561	452610	C
12	453174	453256	C
12	457343	457379	C
12	459597	459646	C
12	461698	461747	C
12	462311	462393	C
12	466480	466516	C
12	468734	468783	C
12	489625	489692	C
12	514340	514394	C
12	524894	524962	C
12	555784	555849	C
12	576532	576595	C
12	605071	605133	C
12	645942	645977	C
12	660338	660379	C
12	727643	727700	C
12	783953	784031	C
12	876154	876201	C
12	878365	878421	C
12	884460	884502	C
12	906559	906587	C
12	917327	917395	C
12	1063056	1063102	C
13	70238	70289	W
13	70360	70483	W
13	96182	96237	W
13	100724	100773	W
13	170528	170617	W
13	250587	250651	W
13	285831	285877	W
13	367379	367426	W
13	369239	369268	W
13	475583	475643	W
13	482827	482853	W
13	611108	611172	W
13	624783	624885	W
13	740276	740315	W
13	773055	773111	W
13	796959	797018	W
13	804561	804608	W
13	811626	811683	W
13	860864	860912	W
13	924080	924143	W
13	924194	924430	W
13	16	48	C
13	133	228	C
13	5285	5335	C
13	5539	5702	C
13	5758	5809	C
13	16794	16878	C
13	53742	53790	C
13	55911	55959	C
13	140539	140608	C
13	174583	174649	C
13	219774	219830	C
13	274576	274623	C
13	296916	296970	C
13	325680	325760	C
13	387674	387718	C
13	409843	409870	C
13	489697	489762	C
13	489800	489849	C
13	607350	607444	C
13	610611	610649	C
13	645912	645962	C
13	748397	748440	C
13	774176	774213	C
13	868956	869019	C
13	872736	872782	C
14	51913	51934	W
14	188299	188332	W
14	195889	195927	W
14	198006	198054	W
14	198551	198616	W
14	205753	205828	W
14	301370	301421	W
14	314144	314227	W
14	335782	335832	W
14	371939	371975	W
14	421558	421612	W
14	440990	441038	W
14	573365	573411	W
14	605206	605241	W
14	650193	650237	W
14	661651	661670	W
14	662077	662135	W
14	763665	763725	W
14	783788	783866	W
14	783927	784327	W
14	43	138	C
14	6365	6415	C
14	6617	6803	C
14	6843	6898	C
14	17144	17204	C
14	59927	59968	C
14	115704	115742	C
14	116102	116147	C
14	140749	140798	C
14	199083	199139	C
14	265720	265772	C
14	266338	266383	C
14	310260	310304	C
14	316283	316334	C
14	325735	325766	C
14	349986	350056	C
14	598809	598855	C
14	663887	663927	C
14	667508	667622	C
14	691384	691421	C
14	694523	694575	C
14	695181	695254	C
14	728710	728739	C
14	745447	745518	C
14	782054	782100	C
15	11722	11768	W
15	74646	74697	W
15	83551	83624	W
15	215135	215180	W
15	217707	217750	W
15	304420	304458	W
15	319245	319318	W
15	375703	375751	W
15	385176	385252	W
15	389083	389136	W
15	545657	545702	W
15	618532	618599	W
15	760417	760445	W
15	780552	780574	W
15	831996	832025	W
15	861733	861789	W
15	896183	896235	W
15	955619	955688	W
15	1050065	1050130	W
15	1084426	1084493	W
15	1084533	1084591	W
15	1084814	1084864	W
15	1091089	1091184	W
15	8	196	C
15	249	312	C
15	19982	20053	C
15	55572	55642	C
15	109834	109882	C
15	193340	193379	C
15	216344	216400	C
15	236336	236363	C
15	253882	253950	C
15	264248	264320	C
15	317240	317285	C
15	379334	379385	C
15	403278	403329	C
15	449472	449511	C
15	494583	494639	C
15	588157	588198	C
15	670894	670952	C
15	676736	676801	C
15	683728	683789	C
15	726169	726206	C
15	733803	733843	C
15	772594	772670	C
15	779901	779937	C
15	819350	819406	C
15	824183	824222	C
15	883915	883960	C
15	987399	987462	C
15	987819	987894	C
15	991737	991783	C
15	995998	996049	C
15	1039323	1039399	C
15	1059262	1059304	C
16	236908	236998	W
16	307880	307899	W
16	308410	308464	W
16	314348	314428	W
16	353193	353245	W
16	418626	418683	W
16	490093	490120	W
16	492200	492240	W
16	519218	519277	W
16	541523	541574	W
16	557694	557737	W
16	666405	666450	W
16	714691	714753	W
16	784786	784834	W
16	947927	948022	W
16	6274	6324	C
16	6547	6605	C
16	6645	6712	C
16	34847	34890	C
16	46996	47039	C
16	140205	140285	C
16	290104	290163	C
16	364500	364554	C
16	385194	385233	C
16	482123	482163	C
16	526735	526786	C
16	627736	627769	C
16	641466	641499	C
16	739515	739578	C
16	811916	811972	C
16	829311	829369	C
16	832078	832166	C
16	860692	860750	C
16	869588	869645	C
16	923432	923510	C
16	925325	925394	C
