"Chr"	"WT.O1"	"WT.O2"	"MUT.O1"	"MUT.O2"	"WT.Term.Ratio"	"MUT.Term.Ratio"	"Corr.Coeff"	"Euclidean.Dist"	"FirstDer.Corr"	"FirstDer.Dist"	"SecDer.Corr"	"SecDer.Dist"
1	31254	42057	31179	40502	0.617791354253	0.735278343881	0.983460309979	24.9596865326	0.963220328348	19.7925717081	0.92635642292	1.22607132593
1	42057	70645	40502	70679	0.203861760179	0.143000740078	0.781390329136	75.4532438607	0.876559794217	64.3476432867	0.809928888613	3.28762796208
1	70645	147675	70679	147775	0.327807347787	0.556340147349	0.922337389481	434.231783952	0.845059656549	132.022216201	0.771876486283	5.89672097784
1	147675	159639	147775	159619	0.426446004681	0.338990206011	0.91168071206	110.263482484	0.920608428491	63.2320171845	0.822526523805	2.40971760711
2	63399	198436	63430	197951	0.463310055762	0.699165929483	0.945324707059	524.926355968	0.903314262611	60.002478943	0.771437623244	1.35364896332
2	240154	255011	239844	254708	0.189607592381	0.0836921420883	0.839963898156	108.243063148	0.761659372709	44.0432675789	0.710138083007	0.910010504806
2	326286	407934	326195	407647	0.335011267882	0.655310284994	0.846595281029	393.587361821	0.785307349709	63.2059510758	0.719081716944	1.05098536361
2	407934	486935	407647	486773	0.558638498247	0.519626924146	0.986230849312	353.527032008	0.947372134652	33.7204882492	0.803063325295	0.8394566318
2	486935	623591	486773	623441	0.509066561293	0.451850469752	0.984505101782	291.70962918	0.919163947443	40.8397197464	0.82289411611	1.04098375263
2	623591	704903	623441	705200	0.722956021251	0.52292713952	0.924954994154	307.221940675	0.92363597902	31.8618128577	0.906488440109	0.746427047508
2	704903	741888	705200	741567	0.804542382047	0.835345230566	0.989604123466	55.6644752385	0.978327573005	13.7797099072	0.936474960719	0.31877736672
3	39589	74291	39521	74217	0.514696559276	0.50553377911	0.996320419584	144.440742055	0.940630739484	56.576954989	0.850095814638	2.66484005246
3	109344	132215	109549	132560	0.696908749071	0.70227282604	0.961644817501	90.2925782416	0.860168050768	54.939185854	0.746576900176	2.41677823324
3	132215	166907	132560	166789	0.487720511934	0.433258348184	0.880380966065	308.117683269	0.235082146782	408.671910225	0.0553436507414	62.8813596052
3	166907	225035	166789	225090	0.349022846133	0.442508133079	0.973663959721	202.79222413	0.859160652926	90.0183095091	0.789833797919	3.29174460987
3	225035	272661	225090	272926	0.874522319741	0.816100844552	0.986905663034	192.905710756	0.943405938136	46.0849409502	0.900847799644	1.93644805651
4	47597	125254	46901	124271	0.370320769538	0.52985653354	0.977833350062	184.552131955	0.96223435538	17.1147005482	0.902315155215	0.318767316056
4	125254	215514	124271	215320	0.539253268336	0.492613867258	0.986334618228	188.789222434	0.967383535979	20.0241736819	0.917474750458	0.369536310434
